Unnamed: 0,202301월,202302월,202303월,202304월,202305월,202306월,202307월,202308월,202309월,202310월,202311월,202312월,202401월,202402월,202403월,202404월,202405월,202406월,202407월,202408월,202409월,202410월,202411월,202412월
소비자심리지수,90.7,90.2,92.0,95.2,98.1,100.8,103.4,103.3,99.8,98.2,97.3,99.7,101.6,101.9,100.7,100.7,98.4,100.9,103.6,100.8,100.0,101.8,100.7,88.2
